thread_id,text,tag
3460782,"From an equilateral triangle with side 2014 we cut off another equilateral triangle with side 214, such that both triangles have one common vertex and two of the side of the smaller triangles lie on two of the side of the bigger triangle. Is it possible to cover this figure with figures in the picture without overlapping (rotation is allowed) if all figures are made of equilateral triangles with side 1? Explain the answer!
[asy]
import olympiad;
unitsize(20);
pair A,B,C,D,E,F,G,H;
A=(0,0);
B=(1,0);
C=rotate(60)*B;
D=rotate(60)*C;
E=rotate(60)*D;
F=rotate(60)*E;
G=rotate(60)*F;
draw(A--B); draw(A--C); draw(A--D); draw(A--E); draw(A--F); draw(A--G);
draw(B--C--D--E--F--G--B);
A=(2,0);
B=A+(1,0);
C=A+rotate(60)*(B-A);
D=A+rotate(60)*(C-A);
E=A+rotate(120)*(D-A);
F=A+rotate(60)*(E-A);
G=2*F-E;
H=2*C-D;
draw(A--D--C--A--B--C--H--B--G--F--E--A--F--B);
A=(4,0);
B=A+(1,0);
C=A+rotate(-60)*(B-A);
D=B+rotate(60)*(C-B);
E=B+rotate(60)*(D-B);
F=B+rotate(60)*(E-B);
G=E+rotate(60)*(D-E);
H=E+rotate(60)*(G-E);
draw(A--B--C--A);
draw(C--D--B);
draw(D--E--B);
draw(B--F--E);
draw(E--G--D);
draw(E--H--G);
A=(8.5,0.5);
B=A+(1,0);
C=A+rotate(60)*(B-A);
D=A+rotate(60)*(C-A);
E=A+rotate(60)*(D-A);
F=A+rotate(60)*(E-A);
G=A+rotate(60)*(F-A);
H=G+rotate(60)*(F-G);
draw(A--B); draw(A--C); draw(A--D); draw(A--E); draw(A--F); draw(A--G);
draw(B--C); draw(D--E--F--G--B); draw(G--H--F);[/asy]","['combinatorics', 'geometry']"
3460913,"We are given a circle $c(O,R)$ and two points $A,B$ so that $R&lt;AB&lt;2R$.The circle $c_1 (A,r)$ ($0&lt;r&lt;R$) crosses the circle $c$ at C,D ($C$ belongs to the short arc $AB$).From $B$ we consider the tangent lines $BE,BF$ to the circle $c_1$ ,in such way that $E$ lays out of the circle $c$.If $M\equiv EC\cap DF$ show that the quadrilateral $BCFM$ is cyclic.",['geometry']
3461578,"Find the maximum number of Permutation of set {$1,2,3,...,2014$} such that for every 2 different number $a$ and $b$ in this set  at last in one of the permutation
$b$ comes exactly after $a$",['combinatorics']
3461750,"In $\triangle ABC$ with $\angle ABC=90^\circ$, let $D$ and $E$ be the intersection of the angle bisectors of $\angle CAB$ and $\angle BCA$ with $BC$ and $AB$, respectively. If $I$ is the intersection of $AD$ and $CE$, and $O$ is the circumcenter of $\triangle BED$, show that $OI\perp CA$.
[i]Proposed by Shivang Jindal[/i]",['geometry']
3461763,"Let $f(x)$ be a polynomial over the rationals. Show that there exists a nonzero polynomial $g(x)$ over the rationals such that the coefficient of $x^k$ in $f(x)g(x)$ is $0$ for $k=0,1$, and all composite $k\ge2$.
[i]Proposed by Arnab Kundu[/i]",['algebra']
3462641,"A polynomial $f(x)\in\mathbb{Z}[x]$ has the property that $2^{n-1}-1\mid f\left(2^{n}-1\right)$ for all integers $n&gt;1$. Show that $f(x)=0$ has an integer root.
[i]Proposed by Sreejato Bhattacharya[/i]",['algebra']
3462649,"In $\triangle ABC$, let $M$, $N$, and $O$ be the midpoints of $BC$, $CA$, and $AB$, respectively. $\triangle ABC$ is reflected over an arbitrary line $\ell$, forming $\triangle A'B'C'$. Show that
(a) the lines parallel to $B'C'$, $C'A'$, and $A'B'$ through $M$, $N$, and $O$, respectively, are concurrent.
(b) the lines perpendicular to $B'C'$, $C'A'$, and $A'B'$ through $M$, $N$, and $O$, respectively, are concurrent.
Conjecture (proof unnecessary, but interesting if presented) as to how this can be generalized.
[i]Proposed by Cody Johnson[/i]",['geometry']
3462669,"$I$ is the incenter of triangle $ABC$. perpendicular from $I$ to $AI$ meet $AB$ and $AC$ at ${B}'$ and ${C}'$ respectively .
Suppose that ${B}''$ and ${C}''$ are points on half-line $BC$ and $CB$ such that $B{B}''=BA$ and $C{C}''=CA$.
Suppose that the second intersection of circumcircles of $A{B}'{B}''$ and $A{C}'{C}''$ is $T$.
Prove that the circumcenter of $AIT$ is on the $BC$.",['geometry']
3462682,"Consider a polynomial $f(x)=x^{2014}+a_{2013}x^{2013}+\dots+a_1x+a_0$. Cody and Pi Han take turns choosing one of the coefficients $a_0,a_1,\dots,a_{2013}$ and assigning a real value to it. Once a value is assigned to a coefficient, it cannot be changed anymore. The game ends after all of the coefficients have been assigned values. Pi Han's goal is to make $f(x)$ divisible by a fixed polynomial $m(x)$, and Cody's goal is to prevent this.
(a) Which of the players has a strategy if $m(x)=x^2+x+1$ and Cody goes first?
(b) Which of the players has a strategy if $m(x)=x^4-1$ and Cody goes first?
[i]Proposed by Pramit Das[/i]","['algebra', 'geometry', 'number theory']"
3463244,"Consider two circles of radius one, and let $O$ and $O'$ denote their centers.  Point $M$ is selected on either circle.  If $OO' = 2014$, what is the largest possible area of triangle $OMO'$?
[i]Proposed by Evan Chen[/i]",['geometry']
3463245,"Suppose that $m$ and $n$ are relatively prime positive integers with $A = \tfrac mn$, where
\[ A = \frac{2+4+6+\dots+2014}{1+3+5+\dots+2013} - \frac{1+3+5+\dots+2013}{2+4+6+\dots+2014}. \] Find $m$. In other words, find the numerator of $A$ when $A$ is written as a fraction in simplest form.
[i]Proposed by Evan Chen[/i]",['number theory']
3463247,"Joe the teacher is bad at rounding. Because of this, he has come up with his own way to round grades, where a [i]grade[/i] is a nonnegative decimal number with finitely many digits after the decimal point.
Given a grade with digits $a_1a_2 \dots a_m.b_1b_2 \dots b_n$, Joe first rounds the number to the nearest $10^{-n+1}$th place. He then repeats the procedure on the new number, rounding to the nearest $10^{-n+2}$th, then rounding the result to the nearest $10^{-n+3}$th, and so on, until he obtains an integer.  For example, he rounds the number $2014.456$ via $2014.456 \to 2014.46 \to 2014.5 \to 2015$.
There exists a rational number $M$ such that a grade $x$ gets rounded to at least $90$ if and only if $x \ge M$.  If $M = \tfrac pq$ for relatively prime integers $p$ and $q$, compute $p+q$.
[i]Proposed by Yang Liu[/i]",['number theory']
3463257,"Let $A_1A_2 \dots A_{4000}$ be a regular $4000$-gon. Let $X$ be the foot of the altitude from $A_{1986}$ onto diagonal $A_{1000}A_{3000}$, and let $Y$ be the foot of the altitude from $A_{2014}$ onto $A_{2000}A_{4000}$. If $XY = 1$, what is the area of square $A_{500}A_{1500}A_{2500}A_{3500}$?
[i]Proposed by Evan Chen[/i]",['geometry']
3463259,"Let $X$ be a point inside convex quadrilateral $ABCD$ with $\angle AXB+\angle CXD=180^{\circ}$. If $AX=14$, $BX=11$, $CX=5$, $DX=10$, and $AB=CD$, find the sum of the areas of $\triangle AXB$ and $\triangle CXD$.
[i]Proposed by Michael Kural[/i]",['geometry']
3463260,"The points $A$, $B$, $C$, $D$, $E$ lie on a line $\ell$ in this order.  Suppose $T$ is a point not on $\ell$ such that $\angle BTC = \angle DTE$, and $\overline{AT}$ is tangent to the circumcircle of triangle $BTE$.  If $AB = 2$, $BC = 36$, and $CD = 15$, compute $DE$.
[i]Proposed by Yang Liu[/i]",['geometry']
3463262,"Suppose that $g$ and $h$ are polynomials of degree $10$ with integer coefficients such that $g(2) &lt; h(2)$ and
\[ g(x) h(x)
= \sum_{k=0}^{10} \left( \binom{k+11}{k} x^{20-k} - \binom{21-k}{11} x^{k-1} + \binom{21}{11}x^{k-1} \right) \]
holds for all nonzero real numbers $x$. Find $g(2)$.
[i]Proposed by Yang Liu[/i]",['algebra']
3463263,"Let $ABC$ be a triangle with incenter $I$ and $AB = 1400$, $AC = 1800$, $BC = 2014$.  The circle centered at $I$ passing through $A$ intersects line $BC$ at two points $X$ and $Y$. Compute the length $XY$.
[i]Proposed by Evan Chen[/i]",['geometry']
3463266,"Let $AXYBZ$ be a convex pentagon inscribed in a circle with diameter $\overline{AB}$.  The tangent to the circle at $Y$ intersects lines $BX$ and $BZ$ at $L$ and $K$, respectively.  Suppose that $\overline{AY}$ bisects $\angle LAZ$ and $AY=YZ$.  If the minimum possible value of \[ \frac{AK}{AX} + \left( \frac{AL}{AB} \right)^2 \] can be written as $\tfrac{m}{n} + \sqrt{k}$, where $m$, $n$ and $k$ are positive integers with $\gcd(m,n)=1$, compute $m+10n+100k$.
[i]Proposed by Evan Chen[/i]",['geometry']
3463270,"Let $ABC$ be an acute triangle with circumcenter $O$, and select $E$ on $\overline{AC}$ and $F$ on $\overline{AB}$ so that $\overline{BE} \perp \overline{AC}$, $\overline{CF} \perp \overline{AB}$.  Suppose $\angle EOF - \angle A = 90^{\circ}$ and $\angle AOB - \angle B = 30^{\circ}$.  If the maximum possible measure of $\angle C$ is $\tfrac mn \cdot 180^{\circ}$ for some positive integers $m$ and $n$ with $m &lt; n$ and $\gcd(m,n)=1$, compute $m+n$.
[i]Proposed by Evan Chen[/i]",['geometry']
3463272,"Let $f(x)$ be a polynomial with integer coefficients such that $f(15) f(21) f(35) - 10$ is divisible by $105$. Given $f(-34) = 2014$ and $f(0) \ge 0$, find the smallest possible value of $f(0)$.
[i]Proposed by Michael Kural and Evan Chen[/i]",['algebra']
3463273,"Let $\Gamma_1$ and $\Gamma_2$ be circles in the plane with centers $O_1$ and $O_2$ and radii $13$ and $10$, respectively. Assume $O_1O_2=2$.  Fix a circle $\Omega$ with radius $2$, internally tangent to $\Gamma_1$ at $P$ and externally tangent to $\Gamma_2$ at $Q$ . Let $\omega$ be a second variable circle internally tangent to $\Gamma_1$ at $X$ and externally tangent to $\Gamma_2$ at $Y$.  Line $PQ$ meets $\Gamma_2$ again at $R$, line $XY$ meets $\Gamma_2$ again at $Z$, and lines $PZ$ and $XR$ meet at $M$.
As $\omega$ varies, the locus of point $M$ encloses a region of area $\tfrac{p}{q} \pi$, where $p$ and $q$ are relatively prime positive integers.  Compute $p+q$.
[i]Proposed by Michael Kural[/i]","['geometry', 'number theory']"
3463276,"Qing initially writes the ordered pair $(1,0)$ on a blackboard. Each minute, if the pair $(a,b)$ is on the board, she erases it and replaces it with one of the pairs $(2a-b,a)$, $(2a+b+2,a)$ or $(a+2b+2,b)$.  Eventually, the board reads $(2014,k)$ for some nonnegative integer $k$.  How many possible values of $k$ are there?
[i]Proposed by Evan Chen[/i]",['number theory']
3463277,"A frog starts at $0$ on a number line and plays a game. On each turn the frog chooses at random to jump $1$ or $2$ integers to the right or left. It stops moving if it lands on a nonpositive number or a number on which it has already landed. If the expected number of times it will jump is $\tfrac{p}{q}$ for relatively prime positive integers $p$ and $q$, find $p+q$.
[i]Proposed by Michael Kural[/i]","['algebra', 'number theory']"
3463279,"Let $ABCD$ be a tetrahedron whose six side lengths are all integers, and let $N$ denote the sum of these side lengths. There exists a point $P$ inside $ABCD$ such that the feet from $P$ onto the faces of the tetrahedron are the orthocenter of $\triangle ABC$, centroid of $\triangle BCD$, circumcenter of $\triangle CDA$, and orthocenter of $\triangle DAB$. If $CD = 3$ and $N &lt; 100{,}000$, determine the maximum possible value of $N$.
[i]Proposed by Sammy Luo and Evan Chen[/i]",['geometry']
3463280,"For a positive integer $n$, an [i]$n$-branch[/i] $B$ is an ordered tuple $(S_1, S_2, \dots, S_m)$ of nonempty sets (where $m$ is any positive integer) satisfying $S_1 \subset S_2 \subset \dots \subset S_m \subseteq \{1,2,\dots,n\}$. An integer $x$ is said to [i]appear[/i] in $B$ if it is an element of the last set $S_m$.  Define an [i]$n$-plant[/i] to be an (unordered) set of $n$-branches $\{ B_1, B_2, \dots, B_k\}$, and call it [i]perfect[/i] if each of $1$, $2$, \dots, $n$ appears in exactly one of its branches.
Let $T_n$ be the number of distinct perfect $n$-plants (where $T_0=1$), and suppose that for some positive real number $x$ we have the convergence \[ \ln \left( \sum_{n \ge 0} T_n \cdot \frac{\left( \ln x \right)^n}{n!} \right) = \frac{6}{29}. \] If $x = \tfrac mn$ for relatively prime positive integers $m$ and $n$, compute $m+n$.
[i]Proposed by Yang Liu[/i]",['number theory']
3463754,"Find all polynomials $p(x)$ such that for all real numbers $a,b,c\neq0$ satisfying $\frac1a+\frac1b=\frac1c$,
\[\frac1{p(a)}+\frac1{p(b)}=\frac1{p(c)}\]
[i]Proposed by Shivang Jindal[/i]",['algebra']
3463766,"Find the $6$th last digit from the right of the decimal representation of $6^{6^{6^{6^{6^6}}}}$.
[i]Proposed by Pi Han Goh[/i]","['algebra', 'number theory']"
3464989,"Find all pairs $(p,q)$ of prime numbers, such that $2p-1$, $2q-1$, $2pq-1$ are perfect square.
F. Petrov,  A. Smirnov",['number theory']
3464992,"Find the minimum positive noninteger root of $ \sin x=\sin \lfloor x \rfloor $.
F. Petrov",['algebra']
3465039,"Let $(I_b)$, $(I_c)$ are excircles of a triangle $ABC$. Given a circle $ \omega $ passes through $A$ and externally tangents to the circles $(I_b)$ and $(I_c)$ such that it intersects with $BC$ at points $M$, $N$.
Prove that $ \angle BAM=\angle CAN $.
A. Smirnov",['geometry']
3465047,"Let $M$ and $N$ are midpoint of edges $AB$ and $CD$ of the tetrahedron $ABCD$, $AN=DM$ and $CM=BN$. Prove that $AC=BD$.
S. Berlov",['geometry']
3465058,"At the faculty of mathematics study $40$ boys and $10$ girls.  Every girl acquaintance with all boys, who older than her, or tall(higher) than her. Prove that there exist two boys such that the sets of acquainted-girls of the boys are same.",['combinatorics']
3465563,"In the language of wolves has two letters $F$ and $P$, any finite sequence which forms a word.   А word $Y$ is called 'subpart' of word $X$ if Y is obtained from X by deleting some letters (for example,   the word  $FFPF$ has 8 'subpart's: F, P, FF, FP, PF, FFP, FPF, FFF).  Determine $n$ such that  the $n$ is the greatest number of 'subpart's can have n-letter word language of wolves.
F. Petrov,  V. Volkov",['combinatorics']
3466671,"Let $A,B,C$ be points on $[OX$ and $D,E,F$ be points on $[OY$ such that $|OA|=|AB|=|BC|$ and $|OD|=|DE|=|EF|$. If $|OA|&gt;|OD|$, which one below is true?
$\textbf{(A)}$ For every $\widehat{XOY}$, $\text{ Area}(AEC)&gt;\text{Area}(DBF)$
$\textbf{(B)}$ For every $\widehat{XOY}$, $\text{ Area}(AEC)=\text{Area}(DBF)$
$\textbf{(C)}$ For every $\widehat{XOY}$, $\text{ Area}(AEC)&lt;\text{Area}(DBF)$
$\textbf{(D)}$ If $m(\widehat{XOY})&lt;45^\circ$ then $\text{Area}(AEC)&lt;\text{Area}(DBF)$, and if $45^\circ &lt; m(\widehat{XOY})&lt;90^\circ$  then $\text{Area}(AEC)&gt;\text{Area}(DBF)$
$\textbf{(E)}$ None of above",['geometry']
3466675,"How many real solution does the equation $\dfrac{x^{2000}}{2001} + 2\sqrt 3 x^2 - 2\sqrt 5 x + \sqrt 3$ have?
$
\textbf{(A)}\ 0
\qquad\textbf{(B)}\ 1
\qquad\textbf{(C)}\ 11
\qquad\textbf{(D)}\ 12
\qquad\textbf{(E)}\ \text{None of the preceding}
$",['algebra']
3466683,"Let $ABCD$ be a trapezoid such that $AB \parallel CD$, $|AB|&lt;|CD|$, and $\text{Area}(ABC)=30$. Let the line through $B$ parallel to $AD$ meet $[AC]$ at $E$. If $|AE|:|EC|=3:2$, then what is the area of trapezoid $ABCD$?
$
\textbf{(A)}\ 45
\qquad\textbf{(B)}\ 60
\qquad\textbf{(C)}\ 72
\qquad\textbf{(D)}\ 80
\qquad\textbf{(E)}\ 90
$",['geometry']
3467867,Find a nonzero monic polynomial $P(x)$ with integer coefficients and minimal degree such that $P(1-\sqrt[3]2+\sqrt[3]4)=0$.  (A polynomial is called $\textit{monic}$ if its leading coefficient is $1$.),"['algebra', 'geometry']"
3467869,"Let $ABCD$ be a trapezoid with $AB\parallel CD$ and $\angle D=90^\circ$.  Suppose that there is a point $E$ on $CD$ such that $AE=BE$ and that triangles $AED$ and $CEB$ are similar, but not congruent.  Given that $\tfrac{CD}{AB}=2014$, find $\tfrac{BC}{AD}$.",['geometry']
3467870,"Given a regular pentagon of area $1$, a pivot line is a line not passing through any of the pentagon's vertices such that there are $3$ vertices of the pentagon on one side of the line and $2$ on the other. A pivot point is a point inside the pentagon with only finitely many non-pivot lines passing through it. Find the area of the region of pivot points.",['geometry']
3468029,"What is the largest possible area of an isosceles trapezoid in which the largest side is $13$ and the perimeter is $28$?
$
\textbf{(A)}\ 13
\qquad\textbf{(B)}\ 24
\qquad\textbf{(C)}\ 27
\qquad\textbf{(D)}\ 28
\qquad\textbf{(E)}\ 30
$",['geometry']
3468033,"Let $ABC$ be a triangle such that $|BC|=7$ and $|AB|=9$. If $m(\widehat{ABC}) = 2m(\widehat{BCA})$, then what is the area of the triangle?
$
\textbf{(A)}\ 14\sqrt 5
\qquad\textbf{(B)}\ 30
\qquad\textbf{(C)}\ 10\sqrt 6
\qquad\textbf{(D)}\ 20 \sqrt 2
\qquad\textbf{(E)}\ 12 \sqrt 3
$",['geometry']
3468037,"The polynomial $P(x)=x^3+ax+1$ has exactly one solution on the interval $[-2,0)$ and has exactly one solution on the interval $(0,1]$ where $a$ is a real number. Which of the followings cannot be equal to $P(2)$?
$
\textbf{(A)}\ \sqrt{17}
\qquad\textbf{(B)}\ \sqrt[3]{30}
\qquad\textbf{(C)}\ \sqrt{26}-1
\qquad\textbf{(D)}\ \sqrt {30}
\qquad\textbf{(E)}\ \sqrt [3]{10}
$",['algebra']
3468206,"Let $ABC$ be a triangle such that midpoints of three altitudes are collinear. If the largest side of triangle is $10$, what is the largest possible area of the triangle?
$
\textbf{(A)}\ 20
\qquad\textbf{(B)}\ 25
\qquad\textbf{(C)}\ 30
\qquad\textbf{(D)}\ 40
\qquad\textbf{(E)}\ 50
$",['geometry']
3468208,"A convex polygon has at least one side with length $1$. If all diagonals of the polygon have integer lengths, at most how many sides does the polygon have?
$
\textbf{(A)}\ 3
\qquad\textbf{(B)}\ 5
\qquad\textbf{(C)}\ 7
\qquad\textbf{(D)}\ 10
\qquad\textbf{(E)}\ \text{None of the preceding}
$",['geometry']
3468213,"Let $b$ be the length of the largest diagonal and $c$ be the length of the smallest diagonal of a regular nonagon with side length $a$. Which one of the followings is true?
$
\textbf{(A)}\ b=\dfrac{a+c}2
\qquad\textbf{(B)}\ b=\sqrt {ac}
\qquad\textbf{(C)}\ b^2=\dfrac{a^2+c^2}2 \\
\textbf{(D)}\ c=a+b
\qquad\textbf{(E)}\ c^2=a^2+b^2
$",['geometry']
3468214,"A ladder is formed by removing some consecutive unit squares of a $10\times 10$ chessboard such that for each $k-$th row ($k\in \{1,2,\dots, 10\}$),  the leftmost $k-1$ unit squares are removed. How many rectangles formed by composition of unit squares does the ladder have?
$
\textbf{(A)}\ 625
\qquad\textbf{(B)}\ 715
\qquad\textbf{(C)}\ 1024
\qquad\textbf{(D)}\ 1512
\qquad\textbf{(E)}\ \text{None of the preceding}
$",['geometry']
3468215,"Which of the followings is false for the sequence $9,99,999,\dots$?
$\textbf{(A)}$ The primes which do not divide any term of the sequence are finite.
$\textbf{(B)}$ Infinitely many primes divide infinitely many terms of the sequence.
$\textbf{(C)}$ For every positive integer  $n$, there is a term which is divisible by at least $n$ distinct prime numbers.
$\textbf{(D)}$ There is an inteter $n$ such that every prime number greater than $n$ divides infinitely many terms of the sequence.
$\textbf{(E)}$ None of above",['number theory']
3468885,"Let $ABCD$ be a trapezoid with $AB\parallel CD$.  The bisectors of $\angle CDA$ and $\angle DAB$ meet at $E$, the bisectors of $\angle ABC$ and $\angle BCD$ meet at $F$, the bisectors of $\angle BCD$ and $\angle CDA$ meet at $G$, and the bisectors of $\angle DAB$ and $\angle ABC$ meet at $H$.  Quadrilaterals $EABF$ and $EDCF$ have areas $24$ and $36$, respectively, and triangle $ABH$ has area $25$.  Find the area of triangle $CDG$.",['geometry']
3469333,"Prove that for $n\ge 2$ the following inequality holds:
$$\frac{1}{n+1}\left(1+\frac{1}{3}+\ldots +\frac{1}{2n-1}\right) &gt;\frac{1}{n}\left(\frac{1}{2}+\ldots+\frac{1}{2n}\right).$$",['algebra']
3469343,"Solve the following equation in $\mathbb{R}$:
$$\left(x-\frac{1}{x}\right)^\frac{1}{2}+\left(1-\frac{1}{x}\right)^\frac{1}{2}=x.$$",['algebra']
3469359,"From the point $P$ outside a circle $\omega$ with center $O$ draw the tangents $PA$ and $PB$ where $A$ and $B$ belong to $\omega$.In a random point $M$ in the chord $AB$ we draw the perpendicular to $OM$, which intersects $PA$ and $PB$ in $C$ and $D$. Prove that $M$ is the midpoint $CD$.",['geometry']
3470488,"Find all functions $f:\mathbb{R}\to\mathbb{R}$ such that $f(x)f(y)=f(x+y)+xy$ for all $x,y\in \mathbb{R}$.",['algebra']
3470492,"Find all non-negative integers $k,n$ which satisfy $2^{2k+1} + 9\cdot 2^k+5=n^2$.",['number theory']
3471449,"The circumradius of acute triangle $ABC$ is twice of the distance of its circumcenter to $AB$. If $|AC|=2$ and $|BC|=3$, what is the altitude passing through $C$?
$
\textbf{(A)}\ \sqrt {14}
\qquad\textbf{(B)}\ \dfrac{3}{7}\sqrt{21}
\qquad\textbf{(C)}\ \dfrac{4}{7}\sqrt{21}
\qquad\textbf{(D)}\ \dfrac{1}{2}\sqrt{21}
\qquad\textbf{(E)}\ \dfrac{2}{3}\sqrt{14}
$",['geometry']
3471453,"Let $ABCD$ be a isosceles trapezoid such that $AB || CD$ and all of its sides are tangent to a circle. $[AD]$ touches this circle at $N$. $NC$  and $NB$ meet the circle again at $K$ and $L$, respectively. What is $\dfrac {|BN|}{|BL|} + \dfrac {|CN|}{|CK|}$?
$
\textbf{(A)}\ 4
\qquad\textbf{(B)}\ 6
\qquad\textbf{(C)}\ 8
\qquad\textbf{(D)}\ 9
\qquad\textbf{(E)}\ 10
$",['geometry']
3471860,"Let $ABC$ be a triangle such that $|AC|=1$ and $|AB|=\sqrt 2$. Let $M$ be a point such that $|MA|=|AB|$, $m(\widehat{MAB}) = 90^\circ$, and $C$ and $M$ are on the opposite sides of $AB$. Let $N$ be a point such that $|NA|=|AX|$, $m(\widehat{NAC}) = 90^\circ$, and $B$ and $N$ are on the opposite sides of $AC$. If the line passing throung $A$ and the circumcenter of triangle $MAN$ meets $[BC]$ at $F$, what is $\dfrac {|BF|}{|FC|}$?
$
\textbf{(A)}\ 2\sqrt 2
\qquad\textbf{(B)}\ 2\sqrt 3
\qquad\textbf{(C)}\ 2
\qquad\textbf{(D)}\ 3
\qquad\textbf{(E)}\ 3\sqrt 2
$",['geometry']
3472849,"Let $l_1, l_2$ be the tangent lines at $P(a, a^2), Q(b, b^2)\ (a&lt;b)$ on the curve $C: y=x^2$ respectively. Let $R$ be the point of intersection of $l_1,\ l_2$. Denote by $S$ the area of the figure enclosed by the segments  $PR,\ QR$ and the curve $C$. If $l_1$ is perpendicular to $l_2$, then find the minimum value of $S$.",['geometry']
3474026,Determine all solutions to the system of equations \begin{align*}x+y+z=2 \\ x^2-y^2-z^2=2 \\ x-3y^2+z=0\end{align*},['algebra']
3474033,"Triangle $ABC$ is right-angled at $C$ with $AC = b$ and $BC = a$. If $d$ is the length of the altitude from $C$ to $AB$, prove that $\dfrac{1}{a^2}+\dfrac{1}{b^2}=\dfrac{1}{d^2}$",['geometry']
3474035,Prove that there does not exist a polynomial $f(x)$ with integer coefficients for which $f(2008) = 0$ and $f(2010) = 1867$.,['algebra']
3474038,Three fair six-sided dice are thrown. Determine the probability that the sum of the numbers on the three top faces is $6$.,['combinatorics']
3474040,Determine all positive integers $n$ for which $n(n + 9)$ is a perfect square.,"['algebra', 'number theory']"
3474042,"Triangle $ABC$ is right-angled at $C$. $AQ$ is drawn parallel to $BC$ with $Q$ and $B$ on opposite sides of $AC$ so that when $BQ$ is drawn, intersecting $AC$ at $P$, we have $PQ = 2AB$. Prove that $\angle ABC = 3\angle PBC$.",['geometry']
3474043,"A rectangular sheet of paper is folded so that two diagonally opposite corners come together. If the crease formed is the same length as the longer side of the sheet, what is the ratio of the longer side of the sheet to the shorter side?",['geometry']
3474049,"Determine an infinite family of quadruples $(a, b, c, d)$ of positive integers, each of which is a solution to $a^4+b^5+c^6=d^7$.",['number theory']
3474061,"Suppose that $m$ and $k$ are positive integers. Determine the number of sequences $x_1, x_2, x_3, \dots , x_{m-1}, x_m$ with
$x_i$ an integer for $i = 1, 2, 3, \dots , m$,
$1\le x_i \le k$ for $i = 1, 2, 3, \dots , m$,
$x_1\neq x_m$, and
no two consecutive terms equal.",['algebra']
3474063,"Ten boxes are arranged in a circle. Each box initially contains a positive number of golf balls. A move consists of taking all of the golf balls from one of the boxes and placing them into the boxes that follow it in a counterclockwise direction, putting one ball into each box. Prove that if the next move always starts with the box where the last ball of the previous move was placed, then after some number of moves, we get back to the initial distribution of golf balls in the boxes.",['combinatorics']
3475489,"in a convex quadrilateral $ABCD$ , $M,N$ are midpoints of $BC,AD$ respectively. If $AM=BN$ and  $DM=CN$ then prove that $AC=BD$.
S. Berlov",['geometry']
3475492,"Given quadrilateral $ABCD$ with $AB=BC=CD$. Let $AC\cap BD=O$, $X,Y$ are symmetry points of $O$ respect to midpoints of $BC$, $AD$, and $Z$ is intersection point of lines, which perpendicular bisects of  $AC$, $BD$. Prove that $X,Y,Z$ are collinear.",['geometry']
3475502,"On a circle there are some black and white points (there are at least $12$ points). Each point has $10$ neighbors ($5$ left and $5$ right neighboring points), $5$ being black and $5$ white. Prove that the number of points on the circle is divisible by $4$.",['combinatorics']
3475509,"Given is a natural number $a$ with $54$ digits, each digit equal to $0$ or $1$. Prove the remainder of $a$ when divide by $ 33\cdot 34\cdots 39 $ is larger than $100000$.
Click to reveal hidden text(It's mean: $a \equiv r \pmod{33\cdot 34\cdots 39 }$ with $ 0&lt;r&lt;33\cdot 34\cdots 39 $ then prove that $r&gt;100000$ )
M. Antipov",['number theory']
3476290,"Let $n$ be a positive even integer, and let $c_1, c_2, \dots, c_{n-1}$ be real numbers satisfying \[ \sum_{i=1}^{n-1} \left\lvert c_i-1 \right\rvert &lt; 1. \] Prove that \[
2x^n - c_{n-1}x^{n-1} + c_{n-2}x^{n-2} - \dots - c_1x^1 + 2
\] has no real roots.",['algebra']
3476291,"Let $ABCD$ be a cyclic quadrilateral, and let $E$, $F$, $G$, and $H$ be the midpoints of $AB$, $BC$, $CD$, and $DA$ respectively. Let $W$, $X$, $Y$ and $Z$ be the orthocenters of triangles $AHE$, $BEF$, $CFG$ and $DGH$, respectively. Prove that the quadrilaterals $ABCD$ and $WXYZ$ have the same area.",['geometry']
3476292,"For a prime $p$, a subset $S$ of residues modulo $p$ is called a [i]sum-free multiplicative subgroup[/i] of $\mathbb F_p$ if
$\bullet$ there is a nonzero residue $\alpha$ modulo $p$ such that $S = \left\{ 1, \alpha^1, \alpha^2, \dots \right\}$ (all considered mod $p$), and
$\bullet$ there are no $a,b,c \in S$ (not necessarily distinct) such that $a+b \equiv c \pmod p$.
Prove that for every integer $N$, there is a prime $p$ and a sum-free multiplicative subgroup $S$ of $\mathbb F_p$ such that $\left\lvert S \right\rvert \ge N$.
[i]Proposed by Noga Alon and Jean Bourgain[/i]","['algebra', 'number theory']"
3477448,"Given a triangle $ABC$ with $AB&gt;BC$, $ \Omega $ is circumcircle. Let $M$, $N$ are lie on the sides $AB$, $BC$ respectively, such that $AM=CN$. $K(.)=MN\cap AC$  and $P$ is incenter of the triangle $AMK$,  $Q$ is K-excenter of the triangle $CNK$ (opposite to $K$ and tangents to $CN$). If $R$ is midpoint of the arc $ABC$ of $ \Omega $ then prove that $RP=RQ$.
M. Kungodjin",['geometry']
3477542,"Call a natural number $n$ [i]good[/i] if for any natural divisor $a$ of $n$, we have that $a+1$ is also divisor of $n+1$. Find all good natural numbers.
[i]S. Berlov[/i]",['number theory']
